feature,coefficient,importance
color vibrant,0.2861067193102083,0.2861067193102083
excellent quality,0.284916553964767,0.284916553964767
smart,0.2832592591331435,0.2832592591331435
fit fabric,-0.28100196962684315,0.28100196962684315
bled color,-0.28100196962684315,0.28100196962684315
color wash,-0.28100196962684315,0.28100196962684315
bled,-0.28100196962684315,0.28100196962684315
fabric bled,-0.28100196962684315,0.28100196962684315
polo overpriced,-0.26346403601815627,0.26346403601815627
overpriced extremely,-0.26346403601815627,0.26346403601815627
extremely low,-0.26346403601815627,0.26346403601815627
poorly made,-0.26346403601815627,0.26346403601815627
made polo,-0.26346403601815627,0.26346403601815627
low,-0.26346403601815627,0.26346403601815627
low quality,-0.26346403601815627,0.26346403601815627
poorly,-0.26346403601815627,0.26346403601815627
material,-0.25931433472792004,0.25931433472792004
sunglass,0.25836243944939896,0.25836243944939896
product,-0.2576059351806824,0.2576059351806824
flimsy packaging,-0.2522220626925133,0.2522220626925133
packaging damaged,-0.2522220626925133,0.2522220626925133
damaged product,-0.2522220626925133,0.2522220626925133
packaging,-0.2522220626925133,0.2522220626925133
feel,-0.24674155191741856,0.24674155191741856
comfortable stitching,0.2422569930086415,0.2422569930086415
hoodie warm,0.2422569930086415,0.2422569930086415
warm comfortable,0.2422569930086415,0.2422569930086415
superb hoodie,0.2422569930086415,0.2422569930086415
stitching premium,0.2422569930086415,0.2422569930086415
completely seethrough,-0.24143299969352605,0.24143299969352605
thin completely,-0.24143299969352605,0.24143299969352605
horrible quality,-0.24143299969352605,0.24143299969352605
completely,-0.24143299969352605,0.24143299969352605
quality playsuit,-0.24143299969352605,0.24143299969352605
seethrough,-0.24143299969352605,0.24143299969352605
playsuit extremely,-0.24143299969352605,0.24143299969352605
stitching disappointed,-0.24132518933256006,0.24132518933256006
cheap fabric,-0.24132518933256006,0.24132518933256006
fabric awful,-0.24132518933256006,0.24132518933256006
awful stitching,-0.24132518933256006,0.24132518933256006
disappointed purchase,-0.24132518933256006,0.24132518933256006
cracked week,-0.24085996661130918,0.24085996661130918
sole cracked,-0.24085996661130918,0.24085996661130918
cracked,-0.24085996661130918,0.24085996661130918
week disappointed,-0.24085996661130918,0.24085996661130918
worst sneaker,-0.24085996661130918,0.24085996661130918
week,-0.24085996661130918,0.24085996661130918
sneaker sole,-0.24085996661130918,0.24085996661130918
feel comfy,0.2402861622371344,0.2402861622371344
soft feel,0.2402861622371344,0.2402861622371344
love fabric,0.2402861622371344,0.2402861622371344
casual,0.2388162746507483,0.2388162746507483
thin feel,-0.23666002534169814,0.23666002534169814
terrible faded,-0.23646270838261382,0.23646270838261382
poor fitting,-0.23646270838261382,0.23646270838261382
overpriced poor,-0.23646270838261382,0.23646270838261382
fitting look,-0.23646270838261382,0.23646270838261382
look terrible,-0.23646270838261382,0.23646270838261382
outstanding craftsmanship,0.23552247028321333,0.23552247028321333
leather feel,0.23552247028321333,0.23552247028321333
feel premium,0.23552247028321333,0.23552247028321333
leather,0.23552247028321333,0.23552247028321333
craftsmanship,0.23552247028321333,0.23552247028321333
premium durable,0.23552247028321333,0.23552247028321333
craftsmanship leather,0.23552247028321333,0.23552247028321333
sunglass durable,0.2354550736997919,0.2354550736997919
frame look,0.2354550736997919,0.2354550736997919
durable frame,0.2354550736997919,0.2354550736997919
aviator sunglass,0.2354550736997919,0.2354550736997919
amazing aviator,0.2354550736997919,0.2354550736997919
dull fabric,-0.2331837941670736,0.2331837941670736
flimsy material,-0.2331837941670736,0.2331837941670736
color dull,-0.2331837941670736,0.2331837941670736
material color,-0.2331837941670736,0.2331837941670736
feel chemical,-0.2331837941670736,0.2331837941670736
daily walk,0.23262930433818063,0.23262930433818063
stylish comfy,0.23262930433818063,0.23262930433818063
extremely stylish,0.23262930433818063,0.23262930433818063
love sneaker,0.23262930433818063,0.23262930433818063
comfy daily,0.23262930433818063,0.23262930433818063
walk,0.23262930433818063,0.23262930433818063
sneaker extremely,0.23262930433818063,0.23262930433818063
daily,0.23262930433818063,0.23262930433818063
stitching durable,0.2305648771725209,0.2305648771725209
design outstanding,0.2305648771725209,0.2305648771725209
truly beautiful,0.2305648771725209,0.2305648771725209
truly,0.2305648771725209,0.2305648771725209
playsuit design,0.2305648771725209,0.2305648771725209
